0.000,[0.20513422787189484, 0.20152585208415985]
0.001,[0.20513422787189484, 0.20152585208415985]
0.002,[0.20513422787189484, 0.20152585208415985]
0.003,[0.19219398498535156, 0.21277715265750885]
0.004,[0.17377617955207825, 0.22385720908641815]
0.005,[0.15074270963668823, 0.23311306536197662]
0.006,[0.16589702665805817, 0.2274763286113739]
0.007,[0.18340247869491577, 0.2186414748430252]
0.008,[0.19799652695655823, 0.20820851624011993]
0.009,[0.20985400676727295, 0.1962929368019104]
0.010,[0.21960370242595673, 0.18267536163330078]
0.011,[0.22772885859012604, 0.16703583300113678]
0.012,[0.22270497679710388, 0.17725391685962677]
0.013,[0.2150033414363861, 0.18962602317333221]
0.014,[0.20614226162433624, 0.20045608282089233]
0.015,[0.20614226162433624, 0.20045608282089233]
0.016,[0.18543106317520142, 0.21744932234287262]
0.017,[0.17337189614772797, 0.22416871786117554]
0.018,[0.18110112845897675, 0.22006992995738983]
0.019,[0.19073627889156342, 0.21390318870544434]
0.020,[0.1994139552116394, 0.2070004642009735]
0.021,[0.20695410668849945, 0.1995675414800644]
0.022,[0.21352113783359528, 0.19160225987434387]
0.023,[0.2192775160074234, 0.18306900560855865]
0.024,[0.2156718522310257, 0.1885956972837448]
0.025,[0.21034149825572968, 0.19564849138259888]
0.026,[0.20447653532028198, 0.2021825909614563]
0.027,[0.1982751041650772, 0.20800985395908356]
0.028,[0.19175592064857483, 0.21320383250713348]
0.029,[0.18491019308567047, 0.21785317361354828]
0.030,[0.18923984467983246, 0.21500566601753235]
0.031,[0.19487051665782928, 0.21083776652812958]
0.032,[0.20017752051353455, 0.20633094012737274]
0.033,[0.2049851268529892, 0.201653391122818]
0.034,[0.20933152735233307, 0.1968294233083725]
0.035,[0.2132728099822998, 0.19186195731163025]
0.036,[0.21077217161655426, 0.19507825374603271]
0.037,[0.20716331899166107, 0.19930677115917206]
0.038,[0.20330317318439484, 0.20336121320724487]
0.039,[0.19933970272541046, 0.20709547400474548]
0.040,[0.19529783725738525, 0.21052324771881104]
0.041,[0.19783592224121094, 0.2084151655435562]
0.042,[0.20122002065181732, 0.20537585020065308]
0.043,[0.20449857413768768, 0.2021501660346985]
0.044,[0.20754654705524445, 0.19886665046215057]
0.045,[0.210368812084198, 0.1955471932888031]
0.046,[0.2085696905851364, 0.19769318401813507]
0.047,[0.20600520074367523, 0.20056037604808807]
0.048,[0.2033027857542038, 0.20336075127124786]
0.049,[0.2005700320005417, 0.2059863656759262]
0.050,[0.19782517850399017, 0.208436980843544]
0.051,[0.19954779744148254, 0.20692096650600433]
0.052,[0.2018759399652481, 0.204756960272789]
0.053,[0.2041669338941574, 0.202487051486969]
0.054,[0.20632947981357574, 0.20020344853401184]
0.055,[0.20836107432842255, 0.1979217380285263]
0.056,[0.20706036686897278, 0.19939705729484558]
0.057,[0.20522066950798035, 0.20139047503471375]
0.058,[0.2032993733882904, 0.2033635526895523]
0.059,[0.20137405395507812, 0.20523756742477417]
0.060,[0.19945736229419708, 0.20700842142105103]
0.061,[0.20066237449645996, 0.20590634644031525]
0.062,[0.20230624079704285, 0.20434293150901794]
0.063,[0.20394258201122284, 0.20271404087543488]
0.064,[0.20550481975078583, 0.20108628273010254]
0.065,[0.20698869228363037, 0.19947022199630737]
0.066,[0.2060343474149704, 0.20051687955856323]
0.067,[0.20469050109386444, 0.2019430249929428]
0.068,[0.2032938003540039, 0.20336870849132538]
0.069,[0.20190081000328064, 0.20473618805408478]
0.070,[0.20052018761634827, 0.20604130625724792]
0.071,[0.20139126479625702, 0.20522382855415344]
0.072,[0.20258796215057373, 0.20406824350357056]
0.073,[0.2037898302078247, 0.20286822319030762]
0.074,[0.20494778454303741, 0.20167243480682373]
0.075,[0.2060573548078537, 0.20048855245113373]
0.076,[0.20534007251262665, 0.2012578397989273]
0.077,[0.20433224737644196, 0.20231248438358307]
0.078,[0.20328684151172638, 0.20337526500225067]
0.079,[0.2022458016872406, 0.20440317690372467]
0.080,[0.20121552050113678, 0.20539182424545288]
0.081,[0.20186881721019745, 0.20476822555065155]
0.082,[0.20277145504951477, 0.20388780534267426]
0.083,[0.20368467271327972, 0.20297406613826752]
0.084,[0.20457147061824799, 0.2020639032125473]
0.085,[0.20542718470096588, 0.20116330683231354]
0.086,[0.2048710733652115, 0.20175087451934814]
0.087,[0.20408959686756134, 0.20256108045578003]
0.088,[0.2032785564661026, 0.2033831775188446]
0.089,[0.20247048139572144, 0.20418407022953033]
0.090,[0.20167042315006256, 0.20495964586734772]
0.091,[0.20218095183372498, 0.2044668197631836]
0.092,[0.20288968086242676, 0.20377101004123688]
0.093,[0.20361129939556122, 0.20304791629314423]
0.094,[0.2043166309595108, 0.20232684910297394]
0.095,[0.20500192046165466, 0.20161227881908417]
0.096,[0.20455408096313477, 0.20208081603050232]
0.097,[0.2039245218038559, 0.20272941887378693]
0.098,[0.2032700628042221, 0.2033914476633072]
0.099,[0.20261690020561218, 0.20404039323329926]
0.100,[0.20196864008903503, 0.20467300713062286]
0.101,[0.2023850977420807, 0.20426790416240692]
0.102,[0.20296534895896912, 0.20369571447372437]
0.103,[0.20355962216854095, 0.20309999585151672]
0.104,[0.20414353907108307, 0.20250456035137177]
0.105,[0.2047143280506134, 0.2019130140542984]
0.106,[0.2043355405330658, 0.20230641961097717]
0.107,[0.2037956267595291, 0.20286034047603607]
0.108,[0.20322489738464355, 0.20343664288520813]
0.109,[0.20264483988285065, 0.20401310920715332]
0.110,[0.20205903053283691, 0.20458582043647766]
0.111,[0.20244631171226501, 0.20420822501182556]
0.112,[0.20299187302589417, 0.20366929471492767]
0.113,[0.20355986058712006, 0.20309945940971375]
0.114,[0.2041279673576355, 0.20252016186714172]
0.115,[0.20469243824481964, 0.20193521678447723]
0.116,[0.20431303977966309, 0.20232924818992615]
0.117,[0.2037733644247055, 0.2028827667236328]
0.118,[0.2032029926776886, 0.20345847308635712]
0.119,[0.2026233673095703, 0.20403437316417694]
0.120,[0.2020380049943924, 0.20460663735866547]
0.121,[0.20242585241794586, 0.2042284458875656]
0.122,[0.20297197997570038, 0.2036890685558319]
0.123,[0.20354053378105164, 0.20311880111694336]
0.124,[0.20410896837711334, 0.202539324760437]
0.125,[0.20467400550842285, 0.2019539177417755]
0.126,[0.204294815659523, 0.20234765112400055]
0.127,[0.20375533401966095, 0.20290085673332214]
0.128,[0.20318517088890076, 0.20347625017166138]
0.129,[0.2026059776544571, 0.20405156910419464]
0.130,[0.2020208090543747, 0.2046235352754593]
0.131,[0.20240895450115204, 0.20424512028694153]
0.132,[0.20295539498329163, 0.2037055492401123]
0.133,[0.20352427661418915, 0.20313508808612823]
0.134,[0.20409300923347473, 0.20255540311336517]
0.135,[0.2046583592891693, 0.20196978747844696]
0.136,[0.20427937805652618, 0.20236323773860931]
0.137,[0.20374010503292084, 0.20291614532470703]
0.138,[0.20317013561725616, 0.2034912258386612]
0.139,[0.20259089767932892, 0.20406650006771088]
0.140,[0.20200592279434204, 0.20463815331459045]
0.141,[0.20239436626434326, 0.20425952970981598]
0.142,[0.20294111967086792, 0.20371975004673004]
0.143,[0.20351004600524902, 0.20314933359622955]
0.144,[0.20407907664775848, 0.20256944000720978]
0.145,[0.20464447140693665, 0.20198389887809753]
0.146,[0.20426571369171143, 0.202377051115036]
0.147,[0.2037266492843628, 0.20292964577674866]
0.148,[0.20315663516521454, 0.20350468158721924]
0.149,[0.2025776207447052, 0.20407965779304504]
0.150,[0.20199258625507355, 0.20465126633644104]
0.151,[0.20238105952739716, 0.20427267253398895]
0.152,[0.2029278576374054, 0.2037329375743866]
0.153,[0.20349708199501038, 0.2031623125076294]
0.154,[0.20406615734100342, 0.2025824636220932]
0.155,[0.20463185012340546, 0.20199669897556305]
0.156,[0.20425306260585785, 0.20238982141017914]
